id,codigo,sku,nombre,categoria,marca,precio,archivo,estado,fuente_url,busqueda
68,P0068,6854,Limpiador Mr. Musculo Cocina Repuesto Económico 500Ml - Mr. Musculo,Limpieza y Cuidado en el Hogar,Mr. Musculo,274.1,imagenes_reales\068_limpiador_mr_musculo_cocina_repuesto_economico_500ml_mr_musculo.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171937/07501032903909.1.jpg?v=636862258634370000,"Fabuloso Pinol Windex ""Limpiador Mr. Musculo Cocina Repuesto Económico 500Ml - Mr. Musculo"" producto supermercado México"
69,P0069,6470,Servilleta La Rendidora Blanca 500 Servilletas,Limpieza y Cuidado en el Hogar,La Rendidora,430.7,imagenes_reales\069_servilleta_la_rendidora_blanca_500_servilletas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/173880/productosinimagen.jpg?v=636997640058800000,"Kleenex Regio Pétalo ""Servilleta La Rendidora Blanca 500 Servilletas"" producto supermercado México"
70,P0070,6420,Papel Higienico Sc Ins 200Mts 2 R - Seleccion De La Casa,Limpieza y Cuidado en el Hogar,Seleccion De La Casa,489.8,imagenes_reales\070_papel_higienico_sc_ins_200mts_2_r_seleccion_de_la_casa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170430/02930010741427.1.jpg?v=636862252449330000,"marca mexicana producto ""Papel Higienico Sc Ins 200Mts 2 R - Seleccion De La Casa"" producto supermercado México"
71,P0071,6607,Blanqueador Seleccion De La Casa 960Ml - Seleccion De La Casa,Limpieza y Cuidado en el Hogar,Seleccion De La Casa,131.9,imagenes_reales\071_blanqueador_seleccion_de_la_casa_960ml_seleccion_de_la_casa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170745/07501032002510.1.jpg?v=636862253965700000,"marca mexicana producto ""Blanqueador Seleccion De La Casa 960Ml - Seleccion De La Casa"" producto supermercado México"
72,P0072,6910,Aluminio Ahorramas 400grs - Ahorramas,Limpieza y Cuidado en el Hogar,Ahorramas,1773.5,imagenes_reales\072_aluminio_ahorramas_400grs_ahorramas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172126/07503006954061.1.jpg?v=636862259309400000,"marca mexicana producto ""Aluminio Ahorramas 400grs - Ahorramas"" producto supermercado México"
73,P0073,7304,Jabon Pacsa De Calabaza 125grs - Pacsa,Cuidado e Higiene Personal,Pacsa,352.9,imagenes_reales\073_jabon_pacsa_de_calabaza_125grs_pacsa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171566/00706347002706.1.jpg?v=636862257208570000,"marca mexicana producto ""Jabon Pacsa De Calabaza 125grs - Pacsa"" producto supermercado México"
74,P0074,6802,Limpiador Harpic Power Plus Liquido 750Ml - Harpic,Limpieza y Cuidado en el Hogar,Harpic,640.2,imagenes_reales\074_limpiador_harpic_power_plus_liquido_750ml_harpic.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171704/07501058751119.1.jpg?v=636862257684500000,"Fabuloso Pinol Windex ""Limpiador Harpic Power Plus Liquido 750Ml - Harpic"" producto supermercado México"
75,P0075,6786,Limpiador Seleccion De La Casa Pino 1Lt - Seleccion De La Casa,Limpieza y Cuidado en el Hogar,Seleccion De La Casa,233.5,imagenes_reales\075_limpiador_seleccion_de_la_casa_pino_1lt_seleccion_de_la_casa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171589/07501032000479.1.jpg?v=636862257295230000,"Fabuloso Pinol Windex ""Limpiador Seleccion De La Casa Pino 1Lt - Seleccion De La Casa"" producto supermercado México"
76,P0076,9749,Pañal Diapro Basico Mediano 10Pzas - Diapro,Limpieza y Cuidado en el Hogar,Diapro,91.2,imagenes_reales\076_panal_diapro_basico_mediano_10pzas_diapro.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/178496/07501943474994.1.jpg?v=637062411807570000,"marca mexicana producto ""Pañal Diapro Basico Mediano 10Pzas - Diapro"" producto supermercado México"
77,P0077,6920,Aluminio Seleccion De La Casa #10 Za - Seleccion De La Casa,Limpieza y Cuidado en el Hogar,Seleccion De La Casa,462.5,imagenes_reales\077_aluminio_seleccion_de_la_casa_10_za_seleccion_de_la_casa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172182/07501032017538.1.jpg?v=636862259507470000,"marca mexicana producto ""Aluminio Seleccion De La Casa #10 Za - Seleccion De La Casa"" producto supermercado México"
78,P0078,6918,Aluminio Seleccion De La Casa #7 Pieza - Seleccion De La Casa,Limpieza y Cuidado en el Hogar,Seleccion De La Casa,16.6,imagenes_reales\078_aluminio_seleccion_de_la_casa_7_pieza_seleccion_de_la_casa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172168/07501032017514.1.jpg?v=636862259453500000,"marca mexicana producto ""Aluminio Seleccion De La Casa #7 Pieza - Seleccion De La Casa"" producto supermercado México"
79,P0079,9748,Pañal Kleen Bebe Absorsec Jumbo 14Pzas - Kleen Bebe,Limpieza y Cuidado en el Hogar,Kleen Bebe,58.3,imagenes_reales\079_panal_kleen_bebe_absorsec_jumbo_14pzas_kleen_bebe.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/178492/07501943441408.1.jpg?v=637062411786770000,"marca mexicana producto ""Pañal Kleen Bebe Absorsec Jumbo 14Pzas - Kleen Bebe"" producto supermercado México"
80,P0080,5612,Insecticida Raid Max 400Ml - Raid,Limpieza y Cuidado en el Hogar,Raid,1071.6,imagenes_reales\080_insecticida_raid_max_400ml_raid.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169668/07501032903596.1.jpg?v=636862248577600000,"Raid Baygon ""Insecticida Raid Max 400Ml - Raid"" producto supermercado México"
81,P0081,6806,Limpiador Pato Liquido Azul Fresco 500Ml - Pato Purific,Limpieza y Cuidado en el Hogar,Pato Purific,508.2,imagenes_reales\081_limpiador_pato_liquido_azul_fresco_500ml_pato_purific.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171743/07501032902735.1.jpg?v=636862257834530000,"Fabuloso Pinol Windex ""Limpiador Pato Liquido Azul Fresco 500Ml - Pato Purific"" producto supermercado México"
82,P0082,6363,Papel Higienico Big Quality 650 Hojas 1 Pieza - Big Quality,Limpieza y Cuidado en el Hogar,Big Quality,395.0,imagenes_reales\082_papel_higienico_big_quality_650_hojas_1_pieza_big_quality.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170197/07501050410557.1.jpg?v=636862251307130000,"marca mexicana producto ""Papel Higienico Big Quality 650 Hojas 1 Pieza - Big Quality"" producto supermercado México"
83,P0083,9747,Pañal Diapro Gel 10Pzas - Diapro,Limpieza y Cuidado en el Hogar,Diapro,84.2,imagenes_reales\083_panal_diapro_gel_10pzas_diapro.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/187786/07501943474895.3.jpg?v=637420328645000000,"marca mexicana producto ""Pañal Diapro Gel 10Pzas - Diapro"" producto supermercado México"
84,P0084,9745,Pañal Tena Slip Grande 10Pzas - Tena,Limpieza y Cuidado en el Hogar,Centenario Azul,162.9,imagenes_reales\084_panal_tena_slip_grande_10pzas_tena.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/178481/07501019051043.1.jpg?v=637062411693730000,"marca mexicana producto ""Pañal Tena Slip Grande 10Pzas - Tena"" producto supermercado México"
85,P0085,5588,Insecticida H-24 Citronox 309grs - H24,Limpieza y Cuidado en el Hogar,H24,699.4,imagenes_reales\085_insecticida_h_24_citronox_309grs_h24.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169517/07501021110417.1.jpg?v=636862247997570000,"Raid Baygon ""Insecticida H-24 Citronox 309grs - H24"" producto supermercado México"
86,P0086,6567,Blanqueador La Golondrina 3750Ml - La Golondrina,Limpieza y Cuidado en el Hogar,La Golondrina,224.4,imagenes_reales\086_blanqueador_la_golondrina_3750ml_la_golondrina.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171211/07501016801245.1.jpg?v=636862255712800000,"marca mexicana producto ""Blanqueador La Golondrina 3750Ml - La Golondrina"" producto supermercado México"
87,P0087,7005,Toalla Kotex Manzlla Anato S/Alas 10P - Kotex,Cuidado e Higiene Personal,Kotex,169.5,imagenes_reales\087_toalla_kotex_manzlla_anato_s_alas_10p_kotex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172677/07501943424609.1.jpg?v=636862261317770000,"marca mexicana producto ""Toalla Kotex Manzlla Anato S/Alas 10P - Kotex"" producto supermercado México"
88,P0088,7250,Jabon Lirio De Tocador 20grs - Lirio,Cuidado e Higiene Personal,Lirio,661.2,imagenes_reales\088_jabon_lirio_de_tocador_20grs_lirio.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171366/00012388001234.1.jpg?v=636862256324000000,"marca mexicana producto ""Jabon Lirio De Tocador 20grs - Lirio"" producto supermercado México"
89,P0089,6427,Papel Higienico Regio Rinde Mas 455 Hojas 4 Rollos,Limpieza y Cuidado en el Hogar,Regio,37.7,imagenes_reales\089_papel_higienico_regio_rinde_mas_455_hojas_4_rollos.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/174330/07501036619233.1.jpg?v=637009046861100000,"marca mexicana producto ""Papel Higienico Regio Rinde Mas 455 Hojas 4 Rollos"" producto supermercado México"
90,P0090,6619,Pastilla Blue Wash Espuma Limpiadora 3 Piezas - Blue Wash,Limpieza y Cuidado en el Hogar,Blue Wash,878.5,imagenes_reales\090_pastilla_blue_wash_espuma_limpiadora_3_piezas_blue_wash.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170808/07501076705200.1.jpg?v=636862254176500000,"Fabuloso Pinol Windex ""Pastilla Blue Wash Espuma Limpiadora 3 Piezas - Blue Wash"" producto supermercado México"
91,P0091,6716,Limpiador Fabuloso Lavanda 5Lt - Fabuloso,Limpieza y Cuidado en el Hogar,Fabuloso,382.7,imagenes_reales\091_limpiador_fabuloso_lavanda_5lt_fabuloso.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171314/07501035905382.1.jpg?v=636862256101870000,"Fabuloso Pinol Windex ""Limpiador Fabuloso Lavanda 5Lt - Fabuloso"" producto supermercado México"
92,P0092,9744,Pañal Kikolastic Jumbo Velcro 40 pzs,Limpieza y Cuidado en el Hogar,KIKOLASTIC,137.8,imagenes_reales\092_panal_kikolastic_jumbo_velcro_40_pzs.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189539/104386.jpg?v=637713827065300000,"marca mexicana producto ""Pañal Kikolastic Jumbo Velcro 40 pzs"" producto supermercado México"
93,P0093,9743,Pañal Kikolastic Grande Velcro 40 pzs,Limpieza y Cuidado en el Hogar,KIKOLASTIC,121.0,imagenes_reales\093_panal_kikolastic_grande_velcro_40_pzs.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189538/104384.jpg?v=637713826196830000,"marca mexicana producto ""Pañal Kikolastic Grande Velcro 40 pzs"" producto supermercado México"
94,P0094,9742,Pañal Kikolastic Mediano Velcro 40 pzs,Limpieza y Cuidado en el Hogar,KIKOLASTIC,109.9,imagenes_reales\094_panal_kikolastic_mediano_velcro_40_pzs.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189537/104382.jpg?v=637713824444100000,"marca mexicana producto ""Pañal Kikolastic Mediano Velcro 40 pzs"" producto supermercado México"
95,P0095,7196,Jabon Rosa Venus Blanco 25 grs - Rosa Venus,Cuidado e Higiene Personal,ROSA VENUS,482.0,imagenes_reales\095_jabon_rosa_venus_blanco_25_grs_rosa_venus.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171125/07501026006807.1.jpg?v=636862255403670000,"marca mexicana producto ""Jabon Rosa Venus Blanco 25 grs - Rosa Venus"" producto supermercado México"
96,P0096,6794,Limpiador Acido Sultana Limon 900Ml - Sultana,Limpieza y Cuidado en el Hogar,Sultana,371.0,imagenes_reales\096_limpiador_acido_sultana_limon_900ml_sultana.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171652/07501025422134.1.jpg?v=636862257507300000,"Fabuloso Pinol Windex ""Limpiador Acido Sultana Limon 900Ml - Sultana"" producto supermercado México"
97,P0097,6593,Blanqueador Bandera Concentrado 2Lt - Bandera,Limpieza y Cuidado en el Hogar,Bandera,20.6,imagenes_reales\097_blanqueador_bandera_concentrado_2lt_bandera.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170666/07501681100162.1.jpg?v=636862253649300000,"marca mexicana producto ""Blanqueador Bandera Concentrado 2Lt - Bandera"" producto supermercado México"
98,P0098,6617,Pastilla Blue Wash Bolsa 45grs - Blue Wash,Limpieza y Cuidado en el Hogar,Blue Wash,615.8,imagenes_reales\098_pastilla_blue_wash_bolsa_45grs_blue_wash.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170799/07501076705095.1.jpg?v=636862254144730000,"marca mexicana producto ""Pastilla Blue Wash Bolsa 45grs - Blue Wash"" producto supermercado México"
99,P0099,6912,Aluminio Ahorramas 2Kg - Ahorramas,Limpieza y Cuidado en el Hogar,Ahorramas,1785.1,imagenes_reales\099_aluminio_ahorramas_2kg_ahorramas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172144/07503006954061.1.jpg?v=636862259368070000,"marca mexicana producto ""Aluminio Ahorramas 2Kg - Ahorramas"" producto supermercado México"
100,P0100,9741,Pañal Bbtips Talla 5 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,236.0,imagenes_reales\100_panal_bbtips_talla_5_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189460/13117000719_104361_1.jpg?v=637701753985370000,"marca mexicana producto ""Pañal Bbtips Talla 5 con 40 pzas Unisex"" producto supermercado México"
101,P0101,9740,Pañal Bbtips Talla 4 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,205.0,imagenes_reales\101_panal_bbtips_talla_4_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189458/13117000702_104360_1.jpg?v=637701750883770000,"marca mexicana producto ""Pañal Bbtips Talla 4 con 40 pzas Unisex"" producto supermercado México"
102,P0102,9739,Pañal Bbtips Talla 3 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,179.1,imagenes_reales\102_panal_bbtips_talla_3_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189456/13117000696_104359_1.jpg?v=637701749797570000,"marca mexicana producto ""Pañal Bbtips Talla 3 con 40 pzas Unisex"" producto supermercado México"
103,P0103,9738,Pañal Bbtips Talla 2 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,161.5,imagenes_reales\103_panal_bbtips_talla_2_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189454/13117000689_104358_1.jpg?v=637701748178300000,"marca mexicana producto ""Pañal Bbtips Talla 2 con 40 pzas Unisex"" producto supermercado México"
104,P0104,9737,Pañal Bbtips Talla 1 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,151.0,imagenes_reales\104_panal_bbtips_talla_1_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189452/13117019926_104357_1.jpg?v=637701745937870000,"marca mexicana producto ""Pañal Bbtips Talla 1 con 40 pzas Unisex"" producto supermercado México"
105,P0105,5614,Insecticida Raid Accion Total 400Ml - Raid,Limpieza y Cuidado en el Hogar,Raid,88.8,imagenes_reales\105_insecticida_raid_accion_total_400ml_raid.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169677/07501032925154.1.jpg?v=636862248625770000,"Raid Baygon ""Insecticida Raid Accion Total 400Ml - Raid"" producto supermercado México"
106,P0106,6579,Blanqueador Clorox Regular 3.8Lt - Clorox,Limpieza y Cuidado en el Hogar,Clorox,282.4,imagenes_reales\106_blanqueador_clorox_regular_3_8lt_clorox.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171275/07501071900143.1.jpg?v=636862255951470000,"Cloralex ""Blanqueador Clorox Regular 3.8Lt - Clorox"" producto supermercado México"
107,P0107,5624,Trampa Ratafin Chica 2 Piezas,Limpieza y Cuidado en el Hogar,Ratafin,627.5,imagenes_reales\107_trampa_ratafin_chica_2_piezas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/175561/07501021125084.1.jpg?v=637010474428100000,"marca mexicana producto ""Trampa Ratafin Chica 2 Piezas"" producto supermercado México"
108,P0108,6581,Blanqueador Clorox Regular 5.8Lt - Clorox,Limpieza y Cuidado en el Hogar,Clorox,206.8,imagenes_reales\108_blanqueador_clorox_regular_5_8lt_clorox.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171289/07501071902956.1.jpg?v=636862256007970000,"Cloralex ""Blanqueador Clorox Regular 5.8Lt - Clorox"" producto supermercado México"
109,P0109,7200,Jabon Tersso Neutro 200grs - Tersso,Cuidado e Higiene Personal,Tersso,453.6,imagenes_reales\109_jabon_tersso_neutro_200grs_tersso.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171147/07501026007101.1.jpg?v=636862255475600000,"marca mexicana producto ""Jabon Tersso Neutro 200grs - Tersso"" producto supermercado México"
110,P0110,5600,Insecticida Baygon Casa Y Jardin 400Ml - Baygon,Limpieza y Cuidado en el Hogar,Baygon,798.1,imagenes_reales\110_insecticida_baygon_casa_y_jardin_400ml_baygon.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169588/07501032907570.1.jpg?v=636862248270630000,"Raid Baygon ""Insecticida Baygon Casa Y Jardin 400Ml - Baygon"" producto supermercado México"
111,P0111,11329,Jabon Dove Hidrataciòn Fresca 135 Gr - Dove,Cuidado e Higiene Personal,Dove,40.5,imagenes_reales\111_jabon_dove_hidrataci_n_fresca_135_gr_dove.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/181453/07501056371821.1.jpg?v=637062483206600000,"marca mexicana producto ""Jabon Dove Hidrataciòn Fresca 135 Gr - Dove"" producto supermercado México"
112,P0112,6405,Papel Higienico Petalo Ridemax 350 Hojas 12 Rollos - Petalo,Limpieza y Cuidado en el Hogar,Petalo,99.0,imagenes_reales\112_papel_higienico_petalo_ridemax_350_hojas_12_rollos_petalo.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170361/07501943458451.1.jpg?v=636862252115230000,"marca mexicana producto ""Papel Higienico Petalo Ridemax 350 Hojas 12 Rollos - Petalo"" producto supermercado México"
113,P0113,9735,Pañal Chicolastic Talla 5 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,164.6,imagenes_reales\113_panal_chicolastic_talla_5_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189450/13117011753_104308_1.jpg?v=637701744829300000,"marca mexicana producto ""Pañal Chicolastic Talla 5 con 40 pzas Unisex"" producto supermercado México"
114,P0114,9734,Pañal Chicolastic Talla 4 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,143.2,imagenes_reales\114_panal_chicolastic_talla_4_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189448/13117011180_104307_1.jpg?v=637701740553670000,"marca mexicana producto ""Pañal Chicolastic Talla 4 con 40 pzas Unisex"" producto supermercado México"
115,P0115,9733,Pañal Chicolastic Talla 3 con 40 pzas Unisex,Limpieza y Cuidado en el Hogar,CHICOLASTIC,133.8,imagenes_reales\115_panal_chicolastic_talla_3_con_40_pzas_unisex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189446/13117011173_104306_1.jpg?v=637701739536600000,"marca mexicana producto ""Pañal Chicolastic Talla 3 con 40 pzas Unisex"" producto supermercado México"
116,P0116,7248,Jabon Lirio Neutro 200grs - Lirio,Cuidado e Higiene Personal,Lirio,1117.7,imagenes_reales\116_jabon_lirio_neutro_200grs_lirio.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171358/00012388000978.1.jpg?v=636862256281670000,"marca mexicana producto ""Jabon Lirio Neutro 200grs - Lirio"" producto supermercado México"
117,P0117,7026,Toalla Femenina Fiore Ultra Delgada con 10 pzas,Cuidado e Higiene Personal,Fiore,145.0,imagenes_reales\117_toalla_femenina_fiore_ultra_delgada_con_10_pzas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172807/00013117017847.1.jpg?v=636862261794730000,"marca mexicana producto ""Toalla Femenina Fiore Ultra Delgada con 10 pzas"" producto supermercado México"
118,P0118,7056,Toalla Always Active Nocturna Con Alas 8 Piezas - Always,Cuidado e Higiene Personal,Always,316.9,imagenes_reales\118_toalla_always_active_nocturna_con_alas_8_piezas_always.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/173062/00056100024798.1.jpg?v=636862262784030000,"marca mexicana producto ""Toalla Always Active Nocturna Con Alas 8 Piezas - Always"" producto supermercado México"
119,P0119,6906,Aluminio Ahorramas 7Mts X 30Cms Pieza - Ahorramas,Limpieza y Cuidado en el Hogar,Ahorramas,344.1,imagenes_reales\119_aluminio_ahorramas_7mts_x_30cms_pieza_ahorramas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172111/07503006954023.1.jpg?v=636862259257130000,"marca mexicana producto ""Aluminio Ahorramas 7Mts X 30Cms Pieza - Ahorramas"" producto supermercado México"
120,P0120,6904,Aluminio Ahorramas 5Mts X 30Cm,Limpieza y Cuidado en el Hogar,Ahorramas,283.6,imagenes_reales\120_aluminio_ahorramas_5mts_x_30cm.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/175602/07503006954016.1.jpg?v=637010475170470000,"marca mexicana producto ""Aluminio Ahorramas 5Mts X 30Cm"" producto supermercado México"
121,P0121,6908,Aluminio Ahorramas 10Mts X 30 Cm,Limpieza y Cuidado en el Hogar,Ahorramas,460.1,imagenes_reales\121_aluminio_ahorramas_10mts_x_30_cm.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/175603/07503006954047.1.jpg?v=637010475178300000,"marca mexicana producto ""Aluminio Ahorramas 10Mts X 30 Cm"" producto supermercado México"
122,P0122,6974,Cera Pacsa Liquida Negrsa 60Ml - Pacsa,Cuidado e Higiene Personal,Pacsa,14.2,imagenes_reales\122_cera_pacsa_liquida_negrsa_60ml_pacsa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172472/00706347002812.1.jpg?v=636862260555530000,"marca mexicana producto ""Cera Pacsa Liquida Negrsa 60Ml - Pacsa"" producto supermercado México"
123,P0123,6410,Papel Higienico Suavel Jumbo 400 Hojas 4 Rollos - Suavel,Limpieza y Cuidado en el Hogar,Suavel,620.5,imagenes_reales\123_papel_higienico_suavel_jumbo_400_hojas_4_rollos_suavel.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170378/07501943457911.1.jpg?v=636862252195970000,"marca mexicana producto ""Papel Higienico Suavel Jumbo 400 Hojas 4 Rollos - Suavel"" producto supermercado México"
124,P0124,5598,Insecticida Baygon Poder Mortal 400Ml - Baygon,Limpieza y Cuidado en el Hogar,Baygon,819.2,imagenes_reales\124_insecticida_baygon_poder_mortal_400ml_baygon.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169577/07501032907495.1.jpg?v=636862248232970000,"Raid Baygon ""Insecticida Baygon Poder Mortal 400Ml - Baygon"" producto supermercado México"
125,P0125,7050,Toalla Saba Confort C/Manzlla C/Alas 10 - Saba,Cuidado e Higiene Personal,Saba,204.3,imagenes_reales\125_toalla_saba_confort_c_manzlla_c_alas_10_saba.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/173009/07501019030352.1.jpg?v=636862262573730000,"marca mexicana producto ""Toalla Saba Confort C/Manzlla C/Alas 10 - Saba"" producto supermercado México"
126,P0126,7048,Toalla Saba Confort C/Mazlla S/Alas 10P - Saba,Cuidado e Higiene Personal,Saba,163.4,imagenes_reales\126_toalla_saba_confort_c_mazlla_s_alas_10p_saba.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172993/07501019030345.1.jpg?v=636862262512770000,"marca mexicana producto ""Toalla Saba Confort C/Mazlla S/Alas 10P - Saba"" producto supermercado México"
127,P0127,6648,Pastilla Pato Econopack 2P 40grs - Pato Purific,Limpieza y Cuidado en el Hogar,Pato Purific,420.3,imagenes_reales\127_pastilla_pato_econopack_2p_40grs_pato_purific.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170937/07501032935818.1.jpg?v=636862254705070000,"marca mexicana producto ""Pastilla Pato Econopack 2P 40grs - Pato Purific"" producto supermercado México"
128,P0128,7102,Panty Protect Naturella 40 Piezas - Naturella,Cuidado e Higiene Personal,Naturella,711.9,imagenes_reales\128_panty_protect_naturella_40_piezas_naturella.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/173297/07590002046234.1.jpg?v=636862263665900000,"Bimbo Tía Rosa Milpa Real Mission ""Panty Protect Naturella 40 Piezas - Naturella"" producto supermercado México"
129,P0129,6041,Detergente Blanca Nieves Liquido 1Lt - Blanca Nieves,Limpieza y Cuidado en el Hogar,Blanca Nieves,365.2,imagenes_reales\129_detergente_blanca_nieves_liquido_1lt_blanca_nieves.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/168871/07501026028045.1.jpg?v=636862245824670000,"Ariel Ace Persil ""Detergente Blanca Nieves Liquido 1Lt - Blanca Nieves"" producto supermercado México"
130,P0130,6368,Papel Higienico Hortencia Verde 400 Hojas 4 Rollos - Hortencia,Limpieza y Cuidado en el Hogar,Hortencia,27.3,imagenes_reales\130_papel_higienico_hortencia_verde_400_hojas_4_rollos_hortencia.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170216/07501050410311.1.jpg?v=636862251410970000,"marca mexicana producto ""Papel Higienico Hortencia Verde 400 Hojas 4 Rollos - Hortencia"" producto supermercado México"
131,P0131,9727,Pañal Huggies Ultra Confort Et 2 40 Pz - Huggies,Limpieza y Cuidado en el Hogar,Huggies,233.5,imagenes_reales\131_panal_huggies_ultra_confort_et_2_40_pz_huggies.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/178398/07501943433090.1.jpg?v=637062410457400000,"marca mexicana producto ""Pañal Huggies Ultra Confort Et 2 40 Pz - Huggies"" producto supermercado México"
132,P0132,9726,Pañal Para Adulto Affective Protect Talla Mediana con 10 pzas,Limpieza y Cuidado en el Hogar,AFFECTIVE,94.7,imagenes_reales\132_panal_para_adulto_affective_protect_talla_mediana_con_10_pzas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/189438/13117016260_104257_1.jpg?v=637701734479930000,"marca mexicana producto ""Pañal Para Adulto Affective Protect Talla Mediana con 10 pzas"" producto supermercado México"
133,P0133,7009,Panty Protector Kotex Largo 44 Piezas - Kotex,Cuidado e Higiene Personal,Kotex,971.5,imagenes_reales\133_panty_protector_kotex_largo_44_piezas_kotex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172695/07501943431089.1.jpg?v=636862261388870000,"Bimbo Tía Rosa Milpa Real Mission ""Panty Protector Kotex Largo 44 Piezas - Kotex"" producto supermercado México"
134,P0134,7014,Panty Protecto Kotex Regular 44 Piezas - Kotex,Cuidado e Higiene Personal,Kotex,931.6,imagenes_reales\134_panty_protecto_kotex_regular_44_piezas_kotex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172724/07501943431140.1.jpg?v=636862261484630000,"Bimbo Tía Rosa Milpa Real Mission ""Panty Protecto Kotex Regular 44 Piezas - Kotex"" producto supermercado México"
